Year,Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,
2010,5,167,MIN,Nate Triplett\TripNa99,LB,23,2011,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,4,,,Minnesota,College Stats
2010,5,168,SDG,Jonathan Crompton\CromJo00,QB,23,,0,0,0,,,,,,,,,,,,,,,,,,Tennessee,
2010,5,169,GNB,Marshall Newhouse\NewhMa20,G,21,2019,0,0,4,44,22,129,0,0,0,0,0,0,0,0,0,0,0,,,,TCU,College Stats
2010,6,170,STL,Fendi Onobun\OnobFe00,TE,23,2014,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,15,0,1,,,Arizona,College Stats
2010,6,171,ATL,Shann Schillinger\SchiSh99,DB,24,2013,0,0,0,2,2,37,1,1,-8,0,0,0,0,0,0,0,0,13,,,Montana,
2010,6,172,TAM,Brent Bowden,P,,,0,0,0,,,,,,,,,,,,,,,,,,Virginia Tech,College Stats
2010,6,173,SFO,Anthony Dixon\DixoAn00,RB,22,2015,0,0,0,7,3,96,0,0,0,0,0,274,934,11,23,140,0,31,,,Mississippi St.,College Stats
2010,6,174,WAS,Dennis Morris,RB,,,0,0,0,,,,,,,,,,,,,,,,,,Louisiana Tech,College Stats
2010,6,175,CAR,Greg Hardy\HardGr99,DE,22,2015,0,1,4,32,26,75,0,0,0,0,0,0,0,0,0,0,0,167,1,40,Mississippi,College Stats
2010,6,176,TEN,Rusty Smith\SmitRu01,QB,23,2012,0,0,0,1,1,3,23,45,234,0,4,0,0,0,0,0,0,,,,Florida Atlantic,College Stats
2010,6,177,CLE,Carlton Mitchell\MitcCa00,WR,22,2011,0,0,0,0,0,16,0,0,0,0,0,1,9,0,3,31,0,3,,,South Florida,College Stats
2010,6,178,BUF,Arthur Moats\MoatAr00,LB,22,2017,0,0,3,21,9,121,0,0,0,0,0,0,0,0,0,0,0,136,,16.5,James Madison,
2010,6,179,DAL,Sam Young\YounSa21,T,23,2020,0,0,0,12,0,94,0,0,0,0,0,0,0,0,0,0,0,,,,Notre Dame,
2010,6,180,JAX,Deji Karim\KariDe00,RB,23,2013,0,0,0,4,3,33,0,0,0,0,0,110,341,0,18,129,0,2,,,Southern Illinois,
2010,6,181,CHI,Dan LeFevour\LeFeDa00,QB,23,,0,0,0,,,,,,,,,,,,,,,,,,Central Michigan,
2010,6,182,SFO,Nate Byham\ByhaNa00,TE,22,2013,0,0,0,0,0,29,0,0,0,0,0,0,0,0,11,83,1,1,,,Pittsburgh,College Stats
2010,6,183,DEN,Eric Olsen\OlseEr20,C,22,2014,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,,,,Notre Dame,College Stats
2010,6,184,NYG,Adrian Tracy\TracAd99,DE,23,2012,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,9,,1,William & Mary,
2010,6,185,SEA,Anthony McCoy\McCoAn00,TE,22,2015,0,0,1,4,4,41,0,0,0,0,0,0,0,0,31,437,3,,,,USC,College Stats
2010,6,186,CLE,Clifton Geathers\GeatCl99,DE,22,2014,0,0,0,3,,40,0,0,0,0,0,0,0,0,0,0,0,17,,1,South Carolina,College Stats
2010,6,187,HOU,Shelley Smith\SmitSh22,G,23,2014,0,0,0,7,,36,0,0,0,0,0,0,0,0,0,0,0,,,,Colorado St.,
2010,6,188,PIT,Jonathan Dwyer\DwyeJo00,RB,21,2014,0,0,1,8,8,38,0,0,0,0,0,246,1022,3,29,184,0,1,,,Georgia Tech,College Stats
2010,6,189,STL,Eugene Sims\SimsEu99,DE,24,2016,0,0,1,19,19,99,0,0,0,0,0,0,0,0,0,0,0,110,2,12,West Texas A&M,
2010,6,190,OAK,Travis Goethel\GoetTr99,LB,23,2012,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,7,,,Arizona St.,College Stats
2010,6,191,CIN,Dezmon Briscoe\BrisDe00,WR,21,2012,0,0,0,4,,25,0,0,0,0,0,1,1,0,43,502,7,,,,Kansas,College Stats
2010,6,192,BUF,Danny Batten\BattDa99,DE,22,2011,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,17,,0.5,South Dakota St.,
2010,6,193,GNB,James Starks\StarJa00,RB,24,2016,0,0,0,27,27,76,0,0,0,0,0,618,2506,9,125,1017,6,,,,Buffalo,College Stats
2010,6,194,BAL,Ramon Harewood\HareRa00,T,23,2012,0,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,,,,Morehouse,
2010,6,195,PIT,Antonio Brown\BrowAn04,WR,22,2019,4,7,7,87,87,131,3,6,35,1,1,32,124,0,841,11263,75,6,,,Central Michigan,College Stats
2010,6,196,DAL,Jamar Wall\WallJa99,DB,22,2010,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,1,,,Texas Tech,College Stats
2010,6,197,HOU,Trindon Holliday\HollTr00,WR,24,2014,0,0,0,4,0,33,0,0,0,0,0,1,7,0,2,17,0,,,,LSU,College Stats
2010,6,198,CAR,David Gettis\GettDa00,WR,23,2012,0,0,1,3,3,17,0,0,0,0,0,3,2,0,37,508,3,1,,,Baylor,College Stats
2010,6,199,MIN,Joe Webb\WebbJo00,WR,23,2018,0,0,0,4,4,102,90,159,888,3,6,50,326,4,10,74,0,23,,,Ala-Birmingham,College Stats
2010,6,200,PHI,Charles Scott,RB,,,0,0,0,,,,,,,,,,,,,,,,,,LSU,College Stats
2010,6,201,ARI,Jorrick Calvin\CalvJo99,DB,23,2010,0,0,0,1,,12,0,0,0,0,0,0,0,0,0,0,0,1,,,Troy,College Stats
2010,6,202,CAR,Jordan Pugh\PughJo99,DB,22,2013,0,0,0,4,3,44,0,0,0,0,0,0,0,0,0,0,0,44,2,1,Texas A&M,College Stats
2010,6,203,JAX,Scotty McGee,DB,,,0,0,0,,,,,,,,,,,,,,,,,,James Madison,
2010,6,204,CAR,Tony Pike\PikeTo00,QB,24,2010,0,0,0,0,0,1,6,12,47,0,0,0,0,0,0,0,0,,,,Cincinnati,College Stats
2010,6,205,NWE,Ted Larsen\LarsTe20,C,23,2019,0,0,5,35,,137,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina St.,College Stats
2010,6,206,SFO,Kyle Williams\WillKy01,WR,22,2014,0,0,0,6,6,39,0,0,0,0,0,8,76,0,47,574,4,,,,Arizona St.,College Stats
2010,6,207,TEN,Myron Rolle,DB,,,0,0,0,,,,,,,,,,,,,,,,,,Florida St.,
2010,7,208,NWE,Thomas Welch\WelcTh20,T,23,2013,0,0,0,2,1,27,0,0,0,0,0,0,0,0,0,0,0,,,,Vanderbilt,College Stats
2010,7,209,BUF,Levi Brown\BrowLe00,QB,23,2010,0,0,0,0,0,1,2,3,24,0,1,0,0,0,0,0,0,,,,Troy,College Stats
2010,7,210,TAM,Cody Grimm\GrimCo99,DB,23,2012,0,0,1,6,6,23,0,0,0,0,0,0,0,0,0,0,0,56,2,,Virginia Tech,College Stats
2010,7,211,STL,Marquis Johnson\JohnMa99,DB,22,2011,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,,,Alabama,College Stats
2010,7,212,MIA,Chris McCoy,DE,,,0,0,0,,,,,,,,,,,,,,,,,,Middle Tenn. St.,
2010,7,213,DET,Willie Young\YounWi99,DE,24,2017,0,0,2,21,9,98,0,0,0,0,0,0,0,0,0,0,0,122,1,32,North Carolina St.,College Stats
2010,7,214,MIN,Mickey Shuler\ShulMi01,TE,23,2015,0,0,0,0,,10,0,0,0,0,0,0,0,0,2,44,0,,,,Penn St.,College Stats
2010,7,215,OAK,Jeremy Ware\WareJe99,DB,23,2010,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,1,1,,Michigan St.,College Stats
2010,7,216,BUF,Kyle Calloway,T,,,0,0,0,,,,,,,,,,,,,,,,,,Iowa,College Stats
2010,7,217,TAM,Dekoda Watson\WatsDe99,LB,22,2019,0,0,0,11,8,108,0,0,0,0,0,0,0,0,0,0,0,122,1,6,Florida St.,College Stats
2010,7,218,CHI,J'Marcus Webb\WebbJM20,T,22,2019,0,0,4,32,19,95,0,0,0,0,0,0,0,0,0,0,0,,,,West Texas A&M,
2010,7,219,WAS,Terrence Austin\AustTe00,WR,22,2011,0,0,0,1,1,18,0,0,0,0,0,0,0,0,15,184,0,2,,,UCLA,College Stats
2010,7,220,PHI,Jamar Chaney\ChanJa98,LB,23,2014,0,0,1,13,12,54,0,0,0,0,0,0,0,0,0,0,0,122,3,1,Mississippi St.,College Stats
2010,7,221,NYG,Matt Dodge\DodgMa99,P,23,2010,0,0,0,2,2,16,0,0,0,0,0,1,0,0,0,0,0,3,,,East Carolina,College Stats
2010,7,222,TEN,Marc Mariani\MariMa00,WR,23,2016,0,1,0,5,3,70,0,0,0,0,0,2,19,0,27,324,0,7,,,Montana,
2010,7,223,CAR,R.J. Stanford\StanR.00,DB,22,2014,0,0,0,4,1,46,0,0,0,0,0,0,0,0,0,0,0,39,2,,Utah,
2010,7,224,SFO,Phillip Adams\AdamPh00,DB,22,2015,0,0,0,10,1,78,0,0,0,0,0,0,0,0,0,0,0,108,5,,South Carolina St.,
2010,7,225,DEN,Syd'Quan Thompson\ThomSy99,DB,23,2010,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,12,2,,California,College Stats
2010,7,226,STL,George Selvie\SelvGe99,DE,23,2015,0,0,2,17,2,80,0,0,0,0,0,0,0,0,0,0,0,101,,14,South Florida,College Stats
2010,7,227,HOU,Dorin Dickerson\DickDo00,WR,22,2013,0,0,0,1,0,23,0,0,0,0,0,1,-8,0,11,151,0,,,,Pittsburgh,College Stats
2010,7,228,CIN,Reggie Stephens\StepRe22,C,23,2012,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,Iowa St.,
2010,7,229,WAS,Erik Cook\CookEr00,C,23,2011,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,,,,New Mexico,
2010,7,230,GNB,C.J. Wilson\WilsC.98,DE,23,2016,0,0,2,15,9,84,0,0,0,0,0,0,0,0,0,0,0,87,,7.5,East Carolina,College Stats
2010,7,231,WAS,Selvish Capers\CapeSe20,T,24,2012,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,,,,West Virginia,College Stats
2010,7,232,DEN,Jammie Kirlew\KirlJa99,DE,23,2011,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,,Indiana,College Stats
2010,7,233,ARI,Jim Dray\DrayJi00,TE,23,2017,0,0,2,4,2,94,0,0,0,0,0,0,0,0,56,605,3,10,,,Stanford,College Stats
2010,7,234,DAL,Sean Lissemore\LissSe99,DT,22,2015,0,0,2,14,4,69,0,0,0,0,0,0,0,0,0,0,0,78,1,6.5,William & Mary,
2010,7,235,SDG,Dedrick Epps\EppsDe00,TE,22,2012,0,0,0,0,,6,0,0,0,0,0,0,0,0,1,9,0,,,,Miami (FL),College Stats
2010,7,236,SEA,Dexter Davis\DaviDe99,LB,23,2012,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,10,,1,Arizona St.,College Stats
2010,7,237,MIN,Ryan D'Imperio\DImpRy00,RB,23,2011,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,7,0,7,,,Rutgers,
2010,7,238,IND,Ricardo Mathews\MathRi99,DT,23,2016,0,0,0,14,5,96,0,0,0,0,0,0,0,0,0,0,0,66,,5,Cincinnati,College Stats
2010,7,239,NOR,Sean Canfield\CanfSe00,QB,24,,0,0,0,,,,,,,,,,,,,,,,,,Oregon St.,
2010,7,240,IND,Kavell Conner\ConnKa99,LB,23,2015,0,0,3,20,15,78,0,0,0,0,0,0,0,0,0,0,0,208,,2,Clemson,College Stats
2010,7,241,TEN,David Howard,DT,,,0,0,0,,,,,,,,,,,,,,,,,,Brown,
2010,7,242,PIT,Doug Worthington\WortDo99,DT,23,2015,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,2,,,Ohio St.,
2010,7,243,PHI,Jeff Owens\OwenJe20,DT,23,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia,College Stats
2010,7,244,PHI,Kurt Coleman\ColeKu99,DB,22,2019,0,0,6,33,12,146,0,0,0,0,0,0,0,0,0,0,0,401,21,2,Ohio St.,College Stats
2010,7,245,SEA,Jameson Konz\KonzJa00,TE,24,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,Kent St.,
2010,7,246,IND,Ray Fisher,DB,,,0,0,0,,,,,,,,,,,,,,,,,,Indiana,College Stats
2010,7,247,NWE,Brandon Deaderick\DeadBr99,DE,23,2014,0,0,0,8,7,60,0,0,0,0,0,0,0,0,0,0,0,41,,5.5,Alabama,College Stats
2010,7,248,NWE,Kade Weston,DT,,,0,0,0,,,,,,,,,,,,,,,,,,Georgia,College Stats
2010,7,249,CAR,Robert McClain\McClRo98,DB,22,2017,0,0,1,15,4,94,0,0,0,0,0,0,0,0,0,0,0,239,7,2.5,Connecticut,College Stats
2010,7,250,NWE,Zac Robinson\RobiZa00,QB,23,2012,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,Oklahoma St.,
2010,7,251,OAK,Stevie Brown\BrowSt99,DB,23,2014,0,0,1,10,1,55,0,0,0,0,0,0,0,0,0,0,0,123,8,1,Michigan,College Stats
2010,7,252,MIA,Austin Spitler\SpitAu99,LB,23,2013,0,0,0,5,5,55,0,0,0,0,0,0,0,0,0,0,0,27,,,Ohio St.,College Stats
2010,7,253,TAM,Erik Lorig\LoriEr99,DE,23,2014,0,0,1,1,1,66,0,0,0,0,0,3,4,0,39,220,2,19,,,Stanford,College Stats
2010,7,254,STL,Josh Hull\HullJo99,LB,23,2013,0,0,0,3,2,39,0,0,0,0,0,0,0,0,0,0,0,18,,,Penn St.,College Stats
2010,7,255,DET,Tim Toone\ToonTi00,WR,25,2012,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,Weber St.,
2010,7,256,HOU,Lonnie Ballentine\BallLo00,DB,21,2016,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,,,Memphis,College Stats
